mpath_term_name,allele_accession_id,intermediate_mp_term_id,project_fullname,project_name,percentage_change,strain_accession_id,top_level_anatomy_term_id,assertion_type_id,phenotyping_center,top_level_anatomy_term_name,pipeline_stable_key,pipeline_stable_id,parameter_stable_id,life_stage_name,mp_term_name,top_level_mp_term_id,top_level_mp_term_name,intermediate_anatomy_term_id,assertion_type,pipeline_name,procedure_stable_id,life_stage_acc,resource_fullname,procedure_name,parameter_stable_key,anatomy_term_name,intermediate_anatomy_term_name,intermediate_mp_term_name,marker_symbol,procedure_stable_key,mpath_term_id,mp_term_id,anatomy_term_id,p_value,marker_accession_id,sex,colony_id,parameter_name,effect_size,allele_name,doc_id,allele_symbol,ontology_db_id,zygosity,strain_name,_version_,resource_name,statistical_method
"",MGI:4842259,"MP:0011182,MP:0002396,MP:0011180,MP:0000716,MP:0000217,MP:0008246,MP:0000685,MP:0013656",International Mouse Phenotyping Consortium,IMPC,-33.13%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_001_001,postnatal,decreased leukocyte cell number,"MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,1921,,,"decreased hematopoietic cell number,abnormal hematopoietic system morphology/development,abnormal hematopoietic cell number,abnormal immune system cell morphology,abnormal leukocyte cell number,abnormal leukocyte morphology,abnormal immune system morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0000221,,3.92052917373291E-8,MGI:1917004,female,MEBV,White blood cell count,-2.34000098307267,"targeted mutation 1a, Wellcome Trust Sanger Institute",72181,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177562660864,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011182,MP:0002396,MP:0011180,MP:0000716,MP:0000217,MP:0008246,MP:0000685,MP:0013656",International Mouse Phenotyping Consortium,IMPC,-33.13%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_001_001,postnatal,decreased leukocyte cell number,"MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,1921,,,"decreased hematopoietic cell number,abnormal hematopoietic system morphology/development,abnormal hematopoietic cell number,abnormal immune system cell morphology,abnormal leukocyte cell number,abnormal leukocyte morphology,abnormal immune system morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0000221,,3.92052917373291E-8,MGI:1917004,male,MEBV,White blood cell count,-2.34000098307267,"targeted mutation 1a, Wellcome Trust Sanger Institute",72182,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177562660865,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0002396,MP:0002586,MP:0013658,MP:0004720,MP:0013657,MP:0013656",International Mouse Phenotyping Consortium,IMPC,2.82%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_019_001,postnatal,increased mean platelet volume,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,3465,,,"abnormal hematopoietic system morphology/development,abnormal platelet volume,abnormal myeloid cell morphology,abnormal platelet morphology,abnormal blood cell morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0002599,,2.28980700631746E-5,MGI:1917004,female,MEBV,Mean platelet volume,0.141988421907767,"targeted mutation 1a, Wellcome Trust Sanger Institute",72191,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181178211729408,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0002396,MP:0002586,MP:0013658,MP:0004720,MP:0013657,MP:0013656",International Mouse Phenotyping Consortium,IMPC,6.76%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_019_001,postnatal,increased mean platelet volume,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,3465,,,"abnormal hematopoietic system morphology/development,abnormal platelet volume,abnormal myeloid cell morphology,abnormal platelet morphology,abnormal blood cell morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0002599,,2.28980700631746E-5,MGI:1917004,male,MEBV,Mean platelet volume,0.340390139412268,"targeted mutation 1a, Wellcome Trust Sanger Institute",72192,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181178211729409,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0000717,MP:0011180,MP:0011181,MP:0000218,MP:0002619,MP:0000716,MP:0000217,MP:0008246,MP:0008247,MP:0000685,MP:0002396,MP:0005013,MP:0005068,MP:0008043,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,51.51%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_005_001,postnatal,increased NK cell number,"MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5557,,,"abnormal lymphocyte cell number,abnormal hematopoietic cell number,increased hematopoietic cell number,increased leukocyte cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte cell number,abnormal leukocyte morphology,abnormal mononuclear cell morphology,abnormal immune system morphology,abnormal hematopoietic system morphology/development,increased lymphocyte cell number,abnormal NK cell morphology,abnormal NK cell number,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0008044,,7.62770520105677E-6,MGI:1917004,female,MEBV,NK cell percentage,1.36571257465526,"targeted mutation 1a, Wellcome Trust Sanger Institute",61589,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181180724117506,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011182,MP:0000717,MP:0011180,MP:0002619,MP:0000716,MP:0008246,MP:0000217,MP:0000221,MP:0008247,MP:0000685,MP:0002435,MP:0005018,MP:0002396,MP:0005016,MP:0008038,MP:0006387,MP:0008037,MP:0008036,MP:0012763,MP:0012762,MP:0013762,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,-43.4%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_006_001,postnatal,decreased NK T cell number,"MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5558,,,"decreased hematopoietic cell number,abnormal lymphocyte cell number,abnormal hematopoietic cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,decreased leukocyte cell number,abnormal mononuclear cell morphology,abnormal immune system morphology,abnormal effector T cell morphology,decreased T cell number,abnormal hematopoietic system morphology/development,decreased lymphocyte cell number,abnormal NK T cell number,abnormal T cell number,abnormal T cell morphology,abnormal NK T cell morphology,abnormal alpha-beta T cell number,abnormal alpha-beta T cell morphology,abnormal effector T cell number,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0008040,,2.88047757171297E-5,MGI:1917004,female,MEBV,NKT cell percentage,-0.11454452506451,"targeted mutation 1a, Wellcome Trust Sanger Institute",61590,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181180737748997,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011182,MP:0000717,MP:0011180,MP:0002619,MP:0000716,MP:0008246,MP:0000217,MP:0000221,MP:0008247,MP:0000685,MP:0002435,MP:0005018,MP:0002396,MP:0005016,MP:0008038,MP:0006387,MP:0008037,MP:0008036,MP:0012763,MP:0012762,MP:0013762,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,-43.4%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_006_001,postnatal,decreased NK T cell number,"MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5558,,,"decreased hematopoietic cell number,abnormal lymphocyte cell number,abnormal hematopoietic cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,decreased leukocyte cell number,abnormal mononuclear cell morphology,abnormal immune system morphology,abnormal effector T cell morphology,decreased T cell number,abnormal hematopoietic system morphology/development,decreased lymphocyte cell number,abnormal NK T cell number,abnormal T cell number,abnormal T cell morphology,abnormal NK T cell morphology,abnormal alpha-beta T cell number,abnormal alpha-beta T cell morphology,abnormal effector T cell number,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0008040,,2.88047757171297E-5,MGI:1917004,male,MEBV,NKT cell percentage,-0.11454452506451,"targeted mutation 1a, Wellcome Trust Sanger Institute",61591,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181180740894720,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011182,MP:0000717,MP:0011180,MP:0002619,MP:0000716,MP:0008246,MP:0000217,MP:0000221,MP:0008247,MP:0000685,MP:0002435,MP:0005018,MP:0002396,MP:0005016,MP:0006387,MP:0008037,MP:0005010,MP:0008077,MP:0012763,MP:0012762,MP:0013656,MP:0012765",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,-48.3%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_004_001,postnatal,"decreased CD8-positive, alpha-beta T cell number","MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5556,,,"decreased hematopoietic cell number,abnormal lymphocyte cell number,abnormal hematopoietic cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,decreased leukocyte cell number,abnormal mononuclear cell morphology,abnormal immune system morphology,abnormal effector T cell morphology,decreased T cell number,abnormal hematopoietic system morphology/development,decreased lymphocyte cell number,abnormal T cell number,abnormal T cell morphology,abnormal CD8-positive\, alpha beta T cell morphology,abnormal CD8-positive\, alpha-beta T cell number,abnormal alpha-beta T cell number,abnormal alpha-beta T cell morphology,abnormal hematopoietic cell morphology,decreased alpha-beta T cell number",Fbxo7,215,,MP:0008079,,2.08846237110194E-6,MGI:1917004,female,MEBV,T cell CD8+ percentage,-2.48050679184004,"targeted mutation 1a, Wellcome Trust Sanger Institute",61588,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181180782837763,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011182,MP:0000717,MP:0011180,MP:0002619,MP:0000716,MP:0008246,MP:0000217,MP:0000221,MP:0008247,MP:0002432,MP:0000685,MP:0002435,MP:0005018,MP:0002396,MP:0005016,MP:0006387,MP:0008037,MP:0012763,MP:0012762,MP:0008073,MP:0012765,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,-64.41%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_002_001,postnatal,"decreased CD4-positive, alpha beta T cell number","MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5554,,,"decreased hematopoietic cell number,abnormal lymphocyte cell number,abnormal hematopoietic cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,decreased leukocyte cell number,abnormal mononuclear cell morphology,abnormal CD4-positive\, alpha beta T cell morphology,abnormal immune system morphology,abnormal effector T cell morphology,decreased T cell number,abnormal hematopoietic system morphology/development,decreased lymphocyte cell number,abnormal T cell number,abnormal T cell morphology,abnormal alpha-beta T cell number,abnormal alpha-beta T cell morphology,abnormal CD4-positive\, alpha beta T cell number,decreased alpha-beta T cell number,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0008075,,1.06174218254873E-9,MGI:1917004,female,MEBV,T cell CD4+ percentage,-3.48800218716295,"targeted mutation 1a, Wellcome Trust Sanger Institute",61586,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181180805906437,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011182,MP:0000717,MP:0011180,MP:0002619,MP:0000716,MP:0008246,MP:0000217,MP:0000221,MP:0008247,MP:0002432,MP:0000685,MP:0002435,MP:0005018,MP:0002396,MP:0005016,MP:0006387,MP:0008037,MP:0012763,MP:0012762,MP:0008073,MP:0012765,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,-43.96%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_002_001,postnatal,"decreased CD4-positive, alpha beta T cell number","MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5554,,,"decreased hematopoietic cell number,abnormal lymphocyte cell number,abnormal hematopoietic cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,decreased leukocyte cell number,abnormal mononuclear cell morphology,abnormal CD4-positive\, alpha beta T cell morphology,abnormal immune system morphology,abnormal effector T cell morphology,decreased T cell number,abnormal hematopoietic system morphology/development,decreased lymphocyte cell number,abnormal T cell number,abnormal T cell morphology,abnormal alpha-beta T cell number,abnormal alpha-beta T cell morphology,abnormal CD4-positive\, alpha beta T cell number,decreased alpha-beta T cell number,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0008075,,1.06174218254873E-9,MGI:1917004,male,MEBV,T cell CD4+ percentage,-2.3805820487629,"targeted mutation 1a, Wellcome Trust Sanger Institute",61587,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181180805906438,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0001919,MP:0002161,MP:0001924,MP:0003698",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,"MA:0002405,MA:0000326",ECO:0000203,WTSI,"postnatal mouse,reproductive system",15,MGP_001,IMPC_FER_001_001,postpartum stage,male infertility,MP:0005389,reproductive system phenotype,"MA:0003000,MA:0000001,MA:0000326,MA:0000019,MA:0000003,MA:0002405,MA:0002405,MA:0000396",automatic,MGP Select Pipeline,IMPC_FER_001,MmusDv:0000092,International Mouse Phenotyping Consortium,Fertility of Homozygous Knock-out Mice,2365,postnatal mouse,"anatomical structure,mouse anatomical entity,reproductive system,visceral organ system,organ system,postnatal mouse,postnatal mouse,male reproductive system","abnormal reproductive system physiology,abnormal fertility/fecundity,infertility,abnormal male reproductive system physiology",Fbxo7,105,,MP:0001925,MA:0002405,0.0,MGI:1917004,male,MEBV,Gross Findings Male,1.0,"targeted mutation 1a, Wellcome Trust Sanger Institute",1306,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181181349068804,IMPC,Unknown
"",MGI:4842259,"MP:0010086,MP:0009642,MP:0001764",International Mouse Phenotyping Consortium,IMPC,-8.03%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_CBC_020_001,postnatal,decreased circulating fructosamine level,MP:0005376,homeostasis/metabolism phenotype,,automatic,MGP Select Pipeline,IMPC_CBC_001,EFO:0002948,International Mouse Phenotyping Consortium,Clinical Chemistry,1963,,,"abnormal circulating fructosamine level,abnormal blood homeostasis,abnormal homeostasis",Fbxo7,96,,MP:0010088,,1.08146446232465E-6,MGI:1917004,female,MEBV,Fructosamine,-16.5767569368286,"targeted mutation 1a, Wellcome Trust Sanger Institute",65941,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181181837705221,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0010086,MP:0009642,MP:0001764",International Mouse Phenotyping Consortium,IMPC,-8.03%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_CBC_020_001,postnatal,decreased circulating fructosamine level,MP:0005376,homeostasis/metabolism phenotype,,automatic,MGP Select Pipeline,IMPC_CBC_001,EFO:0002948,International Mouse Phenotyping Consortium,Clinical Chemistry,1963,,,"abnormal circulating fructosamine level,abnormal blood homeostasis,abnormal homeostasis",Fbxo7,96,,MP:0010088,,1.08146446232465E-6,MGI:1917004,male,MEBV,Fructosamine,-16.5767569368286,"targeted mutation 1a, Wellcome Trust Sanger Institute",65942,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181181837705222,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0002396,MP:0002447,MP:0010066,MP:0013659,MP:0013658,MP:0013657,MP:0013656",International Mouse Phenotyping Consortium,IMPC,15.88%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_027_001,postnatal,increased red blood cell distribution width,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,3466,,,"abnormal hematopoietic system morphology/development,abnormal erythrocyte morphology,abnormal red blood cell distribution width,abnormal erythroid lineage cell morphology,abnormal myeloid cell morphology,abnormal blood cell morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0010067,,1.28244839179382E-8,MGI:1917004,female,MEBV,Red blood cell distribution width,2.03301786477531,"targeted mutation 1a, Wellcome Trust Sanger Institute",72193,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181181920542720,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0002396,MP:0002447,MP:0010066,MP:0013659,MP:0013658,MP:0013657,MP:0013656",International Mouse Phenotyping Consortium,IMPC,15.88%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_027_001,postnatal,increased red blood cell distribution width,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,3466,,,"abnormal hematopoietic system morphology/development,abnormal erythrocyte morphology,abnormal red blood cell distribution width,abnormal erythroid lineage cell morphology,abnormal myeloid cell morphology,abnormal blood cell morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0010067,,1.28244839179382E-8,MGI:1917004,male,MEBV,Red blood cell distribution width,2.03301786477531,"targeted mutation 1a, Wellcome Trust Sanger Institute",72194,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181181920542721,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0000717,MP:0011182,MP:0011180,MP:0002619,MP:0000716,MP:0008246,MP:0000217,MP:0008247,MP:0000221,MP:0000685,MP:0002396,MP:0005016,MP:0006387,MP:0008037,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,-50.15%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_001_001,postnatal,decreased T cell number,"MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5553,,,"abnormal lymphocyte cell number,decreased hematopoietic cell number,abnormal hematopoietic cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,abnormal mononuclear cell morphology,decreased leukocyte cell number,abnormal immune system morphology,abnormal hematopoietic system morphology/development,decreased lymphocyte cell number,abnormal T cell number,abnormal T cell morphology,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0005018,,1.87440567387654E-8,MGI:1917004,female,MEBV,T cell CD3+ percentage,-6.08689779408634,"targeted mutation 1a, Wellcome Trust Sanger Institute",61584,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181182633574404,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0000717,MP:0011182,MP:0011180,MP:0002619,MP:0000716,MP:0008246,MP:0000217,MP:0008247,MP:0000221,MP:0000685,MP:0002396,MP:0005016,MP:0006387,MP:0008037,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,-27.02%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_001_001,postnatal,decreased T cell number,"MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5553,,,"abnormal lymphocyte cell number,decreased hematopoietic cell number,abnormal hematopoietic cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,abnormal mononuclear cell morphology,decreased leukocyte cell number,abnormal immune system morphology,abnormal hematopoietic system morphology/development,decreased lymphocyte cell number,abnormal T cell number,abnormal T cell morphology,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0005018,,1.87440567387654E-8,MGI:1917004,male,MEBV,T cell CD3+ percentage,-3.2793532063953,"targeted mutation 1a, Wellcome Trust Sanger Institute",61585,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181182633574405,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011180,MP:0011181,MP:0000685,MP:0005015,MP:0010833,MP:0005013,MP:0008049,MP:0006387,MP:0008048,MP:0010837,MP:0005010,MP:0010838,MP:0012774,MP:0000717,MP:0000218,MP:0002619,MP:0000716,MP:0008246,MP:0000217,MP:0008247,MP:0002435,MP:0002396,MP:0008037,MP:0010849,MP:0008078,MP:0008077,MP:0012764,MP:0012763,MP:0012762,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,120.53%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_008_001,postnatal,"increased effector memory CD8-positive, alpha-beta T cell number","MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5560,,,"abnormal hematopoietic cell number,increased hematopoietic cell number,abnormal immune system morphology,increased T cell number,abnormal memory T cell morphology,increased lymphocyte cell number,increased memory T cell number,abnormal T cell number,abnormal memory T cell number,abnormal CD8-positive\, alpha-beta memory T cell morphology,abnormal CD8-positive\, alpha beta T cell morphology,increased CD8-positive\, alpha-beta memory T cell number,abnormal CD8-positive\, alpha-beta memory T cell number,abnormal lymphocyte cell number,increased leukocyte cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,abnormal mononuclear cell morphology,abnormal effector T cell morphology,abnormal hematopoietic system morphology/development,abnormal T cell morphology,abnormal effector memory CD8-positive\, alpha-beta T cell number,increased CD8-positive\, alpha-beta T cell number,abnormal CD8-positive\, alpha-beta T cell number,increased alpha-beta T cell number,abnormal alpha-beta T cell number,abnormal alpha-beta T cell morphology,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0010850,,1.92617976034514E-20,MGI:1917004,female,MEBV,CD8+CD44+CD62L- percentage,13.0684217628449,"targeted mutation 1a, Wellcome Trust Sanger Institute",61594,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181183181979650,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011180,MP:0011181,MP:0000685,MP:0005015,MP:0010833,MP:0005013,MP:0008049,MP:0006387,MP:0008048,MP:0010837,MP:0005010,MP:0010838,MP:0012774,MP:0000717,MP:0000218,MP:0002619,MP:0000716,MP:0008246,MP:0000217,MP:0008247,MP:0002435,MP:0002396,MP:0008037,MP:0010849,MP:0008078,MP:0008077,MP:0012764,MP:0012763,MP:0012762,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,57.87%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_008_001,postnatal,"increased effector memory CD8-positive, alpha-beta T cell number","MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5560,,,"abnormal hematopoietic cell number,increased hematopoietic cell number,abnormal immune system morphology,increased T cell number,abnormal memory T cell morphology,increased lymphocyte cell number,increased memory T cell number,abnormal T cell number,abnormal memory T cell number,abnormal CD8-positive\, alpha-beta memory T cell morphology,abnormal CD8-positive\, alpha beta T cell morphology,increased CD8-positive\, alpha-beta memory T cell number,abnormal CD8-positive\, alpha-beta memory T cell number,abnormal lymphocyte cell number,increased leukocyte cell number,abnormal lymphocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,abnormal mononuclear cell morphology,abnormal effector T cell morphology,abnormal hematopoietic system morphology/development,abnormal T cell morphology,abnormal effector memory CD8-positive\, alpha-beta T cell number,increased CD8-positive\, alpha-beta T cell number,abnormal CD8-positive\, alpha-beta T cell number,increased alpha-beta T cell number,abnormal alpha-beta T cell number,abnormal alpha-beta T cell morphology,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0010850,,1.92617976034514E-20,MGI:1917004,male,MEBV,CD8+CD44+CD62L- percentage,6.27428896357646,"targeted mutation 1a, Wellcome Trust Sanger Institute",61595,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181183181979651,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
