pipeline_name,pipeline_stable_id,procedure_name,procedure_stable_id,parameter_name,parameter_stable_id,strain_accession_id,strain_name,genetic_background,gene_symbol,gene_accession_id,allele_symbol,allele_accession_id,phenotyping_center,colony_id,date_of_experiment,date_of_birth,age_in_weeks,developmental_stage_name,zygosity,sex,biological_sample_group,external_sample_id,metadata,metadata_group,weight,production_center,data_point
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,PMCZ,2016-06-06,2016-02-17,15,postnatal,homozygote,male,control,2361853,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2016-06-06T10:27:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2016-06-06T10:27:00+01:00, Date of measurement = 2016-06-06, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 67F7F]""",c5d5b3349a0014cdac742fb284d786ed,29.4,WTSI,9.69
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MGHA,2014-07-21,2014-03-31,16,postnatal,homozygote,female,control,1773261,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-07-21T10:51:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-07-21T10:51:00+01:00, Date of measurement = 2014-07-21, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 46922]""",c5d5b3349a0014cdac742fb284d786ed,22.6,WTSI,11.24
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MDZU,2015-01-28,2014-10-06,16,postnatal,homozygote,female,control,1945863,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-01-28T09:44:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-01-28T09:44:00Z, Date of measurement = 2015-01-28, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 46922, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,24.8,WTSI,10.93
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MERZ,2014-09-01,2014-05-14,15,postnatal,homozygote,male,control,1822896,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-09-01T11:40:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-09-01T11:40:00+01:00, Date of measurement = 2014-09-01, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = D554F, Blood collection experimenter ID = C0F16]""",c5d5b3349a0014cdac742fb284d786ed,29.1,WTSI,10.64
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MCZN,2012-11-26,2012-08-06,16,postnatal,homozygote,male,control,1225439,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-11-26T09:08:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-11-26T09:08:00Z, Date of measurement = 2012-11-26, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 88AE6, Blood collection experimenter ID = 8E98D]""",c5d5b3349a0014cdac742fb284d786ed,30.7,WTSI,11.82
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,PMAZ,2015-11-04,2015-07-18,15,postnatal,homozygote,female,control,2192421,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-11-04T09:12:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-11-04T09:12:00Z, Date of measurement = 2015-11-04, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 4E4B5, Blood collection experimenter ID = 996A7]""",c5d5b3349a0014cdac742fb284d786ed,25.6,WTSI,10.72
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MCRQ,2012-10-24,2012-07-06,15,postnatal,homozygote,female,control,1204242,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-10-24T09:49:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-10-24T09:49:00+01:00, Date of measurement = 2012-10-24, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 88AE6, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,27.8,WTSI,10.75
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MUEL,2015-03-09,2014-11-16,16,postnatal,homozygote,male,control,1983083,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-03-09T09:56:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-03-09T09:56:00Z, Date of measurement = 2015-03-09, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 0D087, Blood collection experimenter ID = 46922]""",c5d5b3349a0014cdac742fb284d786ed,29.8,WTSI,11.54
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFKX,2014-12-22,2014-09-05,15,postnatal,homozygote,male,control,1919674,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-12-22T09:57:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-12-22T09:57:00Z, Date of measurement = 2014-12-22, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,32.1,WTSI,11.04
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MCZU,2013-09-18,2013-05-27,16,postnatal,homozygote,male,control,1504779,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2013-09-18T12:13:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-09-18T12:13:00+01:00, Date of measurement = 2013-09-18, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = AFDA3, Blood collection experimenter ID = 8E98D]""",c5d5b3349a0014cdac742fb284d786ed,38.0,WTSI,10.42
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,DAEH,2016-06-15,2016-02-27,15,postnatal,homozygote,female,control,2368297,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2016-06-15T10:42:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2016-06-15T10:42:00+01:00, Date of measurement = 2016-06-15, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = A1140, Blood collection experimenter ID = 4E4B5]""",c5d5b3349a0014cdac742fb284d786ed,25.9,WTSI,10.89
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MGJA,2014-11-03,2014-07-15,15,postnatal,homozygote,female,control,1869759,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-11-03T09:55:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-11-03T09:55:00Z, Date of measurement = 2014-11-03, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 88AE6, Blood collection experimenter ID = 996A7]""",c5d5b3349a0014cdac742fb284d786ed,24.5,WTSI,10.48
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFHW,2013-10-03,2013-06-13,16,postnatal,homozygote,female,control,1518308,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2013-10-03T12:10:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-10-03T12:10:00+01:00, Date of measurement = 2013-10-03, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 4E4B5, Blood collection experimenter ID = 428FC]""",c5d5b3349a0014cdac742fb284d786ed,31.2,WTSI,10.83
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MUGA,2016-01-13,2015-09-26,15,postnatal,homozygote,male,control,2244431,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2016-01-13T09:06:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2016-01-13T09:06:00Z, Date of measurement = 2016-01-13, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = A1140, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,30.8,WTSI,10.29
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFBV,2014-09-22,2014-06-02,16,postnatal,homozygote,female,control,1842098,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-09-22T11:35:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-09-22T11:35:00+01:00, Date of measurement = 2014-09-22, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = AFDA3, Blood collection experimenter ID = 4E4B5]""",c5d5b3349a0014cdac742fb284d786ed,25.9,WTSI,10.76
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MGHQ,2014-07-28,2014-04-09,15,postnatal,homozygote,male,control,1782788,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-07-28T10:39:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-07-28T10:39:00+01:00, Date of measurement = 2014-07-28, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = D554F, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,35.6,WTSI,10.54
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MAYU,2012-04-10,2011-12-19,16,postnatal,homozygote,female,control,1019773,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-04-10T11:09:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-04-10T11:09:00+01:00, Date of measurement = 2012-04-10, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 30EF3, Blood collection experimenter ID = 996A7]""",c5d5b3349a0014cdac742fb284d786ed,24.2,WTSI,10.59
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFVN,2013-12-23,2013-09-06,15,postnatal,homozygote,male,control,1591238,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2013-12-23T12:51:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-12-23T12:51:00Z, Date of measurement = 2013-12-23, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 4E4B5, Blood collection experimenter ID = 88AE6]""",c5d5b3349a0014cdac742fb284d786ed,30.4,WTSI,10.47
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MUAK,2014-10-22,2014-07-03,15,postnatal,homozygote,male,control,1866358,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-10-22T10:05:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-10-22T10:05:00+01:00, Date of measurement = 2014-10-22, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 4E4B5, Blood collection experimenter ID = 996A7]""",c5d5b3349a0014cdac742fb284d786ed,31.8,WTSI,11.48
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MEXC,2014-01-22,2013-10-02,16,postnatal,homozygote,female,control,1621353,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-01-22T14:30:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-01-22T14:30:00Z, Date of measurement = 2014-01-22, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = D554F, Blood collection experimenter ID = 4E4B5]""",c5d5b3349a0014cdac742fb284d786ed,24.2,WTSI,10.54
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MCEC,2012-04-24,2012-01-05,15,postnatal,homozygote,female,control,1038355,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-04-24T10:21:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-04-24T10:21:00+01:00, Date of measurement = 2012-04-24, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 788D9, Blood collection experimenter ID = 8E98D]""",c5d5b3349a0014cdac742fb284d786ed,20.4,WTSI,12.43
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MDJL,2012-10-30,2012-07-09,16,postnatal,homozygote,male,control,1201273,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-10-30T08:47:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-10-30T08:47:00Z, Date of measurement = 2012-10-30, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 88AE6, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,36.2,WTSI,10.33
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MEEV,2015-12-07,2015-08-16,16,postnatal,homozygote,male,control,2216001,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-12-07T09:43:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-12-07T09:43:00Z, Date of measurement = 2015-12-07, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 67F7F]""",c5d5b3349a0014cdac742fb284d786ed,29.7,WTSI,10.57
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,METX,2013-06-03,2013-02-11,16,postnatal,homozygote,male,control,1409704,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2013-06-03T11:33:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-06-03T11:33:00+01:00, Date of measurement = 2013-06-03, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 4E4B5, Blood collection experimenter ID = E57C6]""",c5d5b3349a0014cdac742fb284d786ed,32.9,WTSI,10.77
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MEFH,2012-10-10,2012-06-20,16,postnatal,homozygote,male,control,1192547,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-10-10T10:30:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-10-10T10:30:00+01:00, Date of measurement = 2012-10-10, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 88AE6, Blood collection experimenter ID = 428FC]""",c5d5b3349a0014cdac742fb284d786ed,27.1,WTSI,11.64
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MGHC,2015-06-15,2015-02-22,16,postnatal,homozygote,female,control,2070021,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-06-15T11:05:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-06-15T11:05:00+01:00, Date of measurement = 2015-06-15, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = C0F16]""",c5d5b3349a0014cdac742fb284d786ed,27.5,WTSI,11.1
